search URL:,https://patents.google.com/?q=%28%22MRAM%22%29&q=%28%22current+lead%22%29&country=US&status=GRANT&type=PATENT&language=ENGLISH&oq=%28%22Semiconductor+inspection+equipment+for+mass+production%22%29+country:US+status:GRANT+language:ENGLISH+type:PATENT
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-9218864-B1,Magnetoresistive random access memory cell and 3D memory cell array ,"Ge Yi, Dong Li","Ge Yi, Dong Li",2014-10-04,2014-10-04,2015-12-22,2015-12-22,https://patents.google.com/patent/US9218864B1/en,https://patentimages.storage.googleapis.com/7d/3c/a8/e9d6642d88997b/US09218864-20151222-D00001.png
US-10923648-B2,"Memory cell, memory array, method of forming and operating memory cell ","Agency For Science, Technology And Research","Karim Ali Abdeltawwab Ahmed, Sunny Yan Hwee Lua, Fei Li",2017-01-17,2018-01-17,2021-02-16,2021-02-16,https://patents.google.com/patent/US10923648B2/en,https://patentimages.storage.googleapis.com/e6/30/c2/738a8a2fc47f38/US10923648-20210216-D00000.png
US-10326073-B1,Spin hall effect (SHE) assisted three-dimensional spin transfer torque magnetic random access memory (STT-MRAM) ,"Spin Memory, Inc.","Michail TZOUFRAS, Marcin Gajek, Kadriye Deniz Bozdag, Eric Michael Ryan",2017-12-29,2017-12-29,2019-06-18,2019-06-18,https://patents.google.com/patent/US10326073B1/en,https://patentimages.storage.googleapis.com/2c/ae/74/111f38d924f5d3/US10326073-20190618-D00000.png
US-7208933-B2,Time limit function utilization apparatus ,Kabushiki Kaisha Toshiba,"Hiroshi Watanabe, Kazuya Matsuzawa, Riichiro Shirota",2002-07-08,2006-06-29,2007-04-24,2007-04-24,https://patents.google.com/patent/US7208933B2/en,https://patentimages.storage.googleapis.com/e6/f2/32/f395c80febcbfa/US07208933-20070424-D00000.png
US-11456410-B2,Three-dimensional (3D) magnetic memory devices comprising a magnetic tunnel junction (MTJ) having a metallic buffer layer ,"Integrated Silicon Solution, (Cayman) Inc.","Marcin Gajek, Michail TZOUFRAS",2017-12-28,2020-06-04,2022-09-27,2022-09-27,https://patents.google.com/patent/US11456410B2/en,https://patentimages.storage.googleapis.com/8c/4e/18/a3dbb221c80b4e/US11456410-20220927-D00000.png
US-10797233-B2,Methods of fabricating three-dimensional magnetic memory devices ,"Spin Memory, Inc.","Marcin Gajek, Michail TZOUFRAS, Davide Guarisco, Eric Michael Ryan",2017-12-29,2017-12-29,2020-10-06,2020-10-06,https://patents.google.com/patent/US10797233B2/en,https://patentimages.storage.googleapis.com/d0/ed/a9/06625785359a63/US10797233-20201006-D00000.png
US-8823117-B2,Magnetic device fabrication ,"Taiwan Semiconductor Manufacturing Company, Ltd.","Chewn Yu, Tien-Wei Chiang, Kai-Wen Cheng",2011-12-08,2011-12-08,2014-09-02,2014-09-02,https://patents.google.com/patent/US8823117B2/en,https://patentimages.storage.googleapis.com/1d/33/93/a9eb64ed44fdb5/US08823117-20140902-D00000.png
US-7242604-B2,Switchable element ,International Business Machines Corporation,"Mathias Klaeui, Rolf Allenspach, Pierre-Olivier Jubert",2005-01-13,2006-01-11,2007-07-10,2007-07-10,https://patents.google.com/patent/US7242604B2/en,https://patentimages.storage.googleapis.com/08/c2/ac/eba80b6bd89be1/US07242604-20070710-D00000.png
US-7872905-B2,Method and apparatus for write enable and inhibit for high density spin torque three dimensional (3D) memory arrays ,Hitachi Global Storage Technologies Netherlands B.V.,"Sylvia Helena Florez Marino, Liesl Folks, Bruce David Terris",2006-12-19,2008-10-31,2011-01-18,2011-01-18,https://patents.google.com/patent/US7872905B2/en,https://patentimages.storage.googleapis.com/1e/a2/07/0a159759cd5455/US07872905-20110118-D00000.png
US-10580441-B1,Magnetic recording assisted by two spin hall effect (SHE) layers in the write gap ,"Headway Technologies, Inc.","Wenyu Chen, Yan Wu",2019-03-29,2019-03-29,2020-03-03,2020-03-03,https://patents.google.com/patent/US10580441B1/en,https://patentimages.storage.googleapis.com/58/cd/ba/7ef51ff6b22fcc/US10580441-20200303-D00000.png
US-8422284-B2,High density spin torque three dimensional (3D) memory arrays addressed with microwave current ,HGST Netherlands B.V.,"Liesl Folks, Bruce David Terris",2006-12-19,2009-12-08,2013-04-16,2013-04-16,https://patents.google.com/patent/US8422284B2/en,https://patentimages.storage.googleapis.com/2c/88/5b/d227f46aa2b915/US08422284-20130416-D00000.png
US-7239540-B2,Semiconductor memory device ,Sharp Kabushiki Kaisha,Koji Inoue,2004-06-15,2005-06-15,2007-07-03,2007-07-03,https://patents.google.com/patent/US7239540B2/en,https://patentimages.storage.googleapis.com/b9/20/86/1d03b4db719d7e/US07239540-20070703-D00000.png
US-7602177-B2,Sensor having moveable cladding suspended near a magnetic field source ,"Everspin Technologies, Inc.","Brian R. Butcher, Kenneth H. Smith, Bradley N. Engel",2005-07-29,2006-10-19,2009-10-13,2009-10-13,https://patents.google.com/patent/US7602177B2/en,https://patentimages.storage.googleapis.com/89/38/67/6c0bac27745595/US07602177-20091013-D00000.png
US-7414396-B2,Sensor with magnetic tunnel junction and moveable magnetic field source ,"Freescale Semiconductor, Inc.","Young Sir Chung, Robert W. Baird",2005-07-29,2005-07-29,2008-08-19,2008-08-19,https://patents.google.com/patent/US7414396B2/en,https://patentimages.storage.googleapis.com/57/96/27/9b42ff924db1e2/US07414396-20080819-D00000.png
US-10541268-B2,Three-dimensional magnetic memory devices ,"Spin Memory, Inc.","Marcin Gajek, Michail TZOUFRAS, Davide Guarisco, Eric Michael Ryan",2017-12-28,2017-12-28,2020-01-21,2020-01-21,https://patents.google.com/patent/US10541268B2/en,https://patentimages.storage.googleapis.com/cf/2a/1c/8a5d5306603d28/US10541268-20200121-D00000.png
US-9293694-B2,Magnetoresistive random access memory cell with independently operating read and write components ,"Ge Yi, Shaoping Li, Dong Li, YunJun Tang, Zongrong Liu","Ge Yi, Shaoping Li, Dong Li, YunJun Tang, Zongrong Liu",2011-11-03,2011-11-03,2016-03-22,2016-03-22,https://patents.google.com/patent/US9293694B2/en,https://patentimages.storage.googleapis.com/1e/1a/e9/f1b37a6891e0f6/US09293694-20160322-D00000.png
US-10897364-B2,Physically unclonable function implemented with spin orbit coupling based magnetic memory ,Intel Corporation,"Vivek De, Krishnan Ravichandran, Harish Krishnamurthy, Khondker Ahmed, Sriram Vangal, Vaibhav Vaidya, Turbo Majumder, Christopher SCHAEF, Suhwan Kim, Xiaosen Liu, Nachiket Desai",2017-12-18,2017-12-18,2021-01-19,2021-01-19,https://patents.google.com/patent/US10897364B2/en,https://patentimages.storage.googleapis.com/f8/14/96/41c68f1803c0d8/US10897364-20210119-D00000.png
US-7593278-B2,Memory element with thermoelectric pulse ,Seagate Technology Llc,"Yufeng Hu, Michael Seigler, Kalman Pelhos",2007-08-21,2007-08-21,2009-09-22,2009-09-22,https://patents.google.com/patent/US7593278B2/en,https://patentimages.storage.googleapis.com/01/fc/47/717e07516f5f38/US07593278-20090922-D00000.png
US-8471598-B2,Magnetic logic device ,"Taiwan Semiconductor Manufacturing Company, Ltd.","Chwen Yu, Kai-Wen Cheng, Tien-Wei Chiang",2011-06-16,2011-06-16,2013-06-25,2013-06-25,https://patents.google.com/patent/US8471598B2/en,https://patentimages.storage.googleapis.com/4a/cc/ba/5bec0ae77770d3/US08471598-20130625-D00000.png
US-10878870-B2,Defect propagation structure and mechanism for magnetic memory ,"Spin Memory, Inc.","Michail TZOUFRAS, Marcin Gajek",2018-09-28,2018-09-28,2020-12-29,2020-12-29,https://patents.google.com/patent/US10878870B2/en,https://patentimages.storage.googleapis.com/09/31/1b/707ce7adfced8e/US10878870-20201229-D00000.png
US-7444738-B2,Method for tunnel junction sensor with magnetic cladding ,"Everspin Technologies, Inc.","Young Sir Chung, Robert W. Baird, Gregory W. Grynkewich",2005-07-29,2005-07-29,2008-11-04,2008-11-04,https://patents.google.com/patent/US7444738B2/en,https://patentimages.storage.googleapis.com/2e/2e/21/7dda927bb44010/US07444738-20081104-D00000.png
US-11183628-B2,Magnetic memory device ,"Samsung Electronics Co., Ltd.","Seowon LEE, Junghwan Moon, Junghoon Bak, Woojin Kim, HyeongSun HONG",2019-08-14,2020-03-25,2021-11-23,2021-11-23,https://patents.google.com/patent/US11183628B2/en,https://patentimages.storage.googleapis.com/4a/2f/8e/3ba1409973ec80/US11183628-20211123-D00000.png
US-7220602-B2,Magnetic tunnel junction sensor method ,"Freescale Semiconductor, Inc.","Young Sir Chung, Robert W. Baird",2005-07-29,2005-07-29,2007-05-22,2007-05-22,https://patents.google.com/patent/US7220602B2/en,https://patentimages.storage.googleapis.com/f2/be/c6/b0358f26d94e18/US07220602-20070522-D00000.png
US-7332781-B2,"Magnetic memory with spin-polarized current writing, using amorphous ferromagnetic alloys, writing method for same ",Centre National De La Recherche Scientifique,"Jean-Pierre Nozieres, Laurent Ranno, Yann Conraux",2001-09-20,2002-09-19,2008-02-19,2008-02-19,https://patents.google.com/patent/US7332781B2/en,https://patentimages.storage.googleapis.com/43/b9/dc/a4bf154dd8fefb/US07332781-20080219-D00000.png
US-5329480-A,Nonvolatile random access memory ,California Institute Of Technology,"Jiin-Chuan Wu, Henry L. Stadler, Romney R. Katti",1990-11-15,1992-12-18,1994-07-12,1994-07-12,https://patents.google.com/patent/US5329480A/en,https://patentimages.storage.googleapis.com/57/e6/7d/bba58ea9f4a056/US5329480-drawings-page-2.png
US-6775183-B2,Magnetic memory device employing giant magnetoresistance effect ,Btg International Ltd.,Carsten Heide,2002-10-22,2002-10-22,2004-08-10,2004-08-10,https://patents.google.com/patent/US6775183B2/en,https://patentimages.storage.googleapis.com/58/fe/90/5d575a2755f9d2/US06775183-20040810-D00000.png
US-10692556-B2,Defect injection structure and mechanism for magnetic memory ,"Spin Memory, Inc.","Michail TZOUFRAS, Marcin Gajek",2018-09-28,2018-09-28,2020-06-23,2020-06-23,https://patents.google.com/patent/US10692556B2/en,https://patentimages.storage.googleapis.com/47/3a/86/3a1ada6d0aa02e/US10692556-20200623-D00000.png
