search URL:,https://patents.google.com/?q=%28%22aerospace%22%29+%28%22power+semiconductor%22%29&country=US&status=GRANT&type=PATENT&language=ENGLISH
US-11515237-B2,Plurality of heat sinks for a semiconductor package ,"Agency For Science, Technology And Research","Gongyue TANG, Kazunori Yamamoto, Xiaowu Zhang",2018-08-08,2019-07-29,2022-11-29,2022-11-29,https://patents.google.com/patent/US11515237B2/en,https://patentimages.storage.googleapis.com/42/a0/6d/210256ea315595/US11515237-20221129-D00000.png
US-7804877-B2,Atomic lasers with exciplex assisted absorption ,"Cu Aerospace, Llc, The Board Of The University Of Illinois","Joseph T. Verdeyen, James Gary Eden, David L. Carroll, Jason D. Readle, Clark J. Wagner",2007-05-18,2008-05-19,2010-09-28,2010-09-28,https://patents.google.com/patent/US7804877B2/en,https://patentimages.storage.googleapis.com/5a/44/f5/1ba0024beb4d55/US07804877-20100928-D00000.png
US-9859448-B2,"Single-event burnout (SEB) hardened power schottky diodes, and methods of making and using the same ",The Aerospace Corporation,John R. Scarpulla,2016-05-06,2016-05-06,2018-01-02,2018-01-02,https://patents.google.com/patent/US9859448B2/en,https://patentimages.storage.googleapis.com/f2/09/71/989507ac80fc4a/US09859448-20180102-D00000.png
US-11710973-B2,Fast charger and fast charger process ,"Marathonnorco Aerospace, Inc.","Philip Kersey, Jason VanDeVelde",2018-05-14,2019-05-14,2023-07-25,2023-07-25,https://patents.google.com/patent/US11710973B2/en,https://patentimages.storage.googleapis.com/bc/2e/ed/d9a49a0087d5e6/US11710973-20230725-D00000.png
US-8866565-B2,Systems and methods for providing an electric choke ,General Electric Company,"Rixin Lai, Joseph Smolenski",2011-12-22,2011-12-22,2014-10-21,2014-10-21,https://patents.google.com/patent/US8866565B2/en,https://patentimages.storage.googleapis.com/df/4d/a4/8280bccf7978bd/US08866565-20141021-D00000.png
US-7197804-B2,Method of making copper and carbon nanotube thermal conductor ,The Aerospace Corporation,Heinrich G. Muller,2005-08-29,2005-08-29,2007-04-03,2007-04-03,https://patents.google.com/patent/US7197804B2/en,https://patentimages.storage.googleapis.com/9c/7b/32/90be3a769fde31/US07197804-20070403-D00000.png
US-10215646-B2,Thermometer ,"Furuya Metal Co., Ltd.","Atsushi Ito, Yasuhiro Sato, Tomoaki Miyazawa, Tomohiro Maruko",2013-08-08,2018-01-12,2019-02-26,2019-02-26,https://patents.google.com/patent/US10215646B2/en,https://patentimages.storage.googleapis.com/16/0a/13/baeeeb3b632a56/US10215646-20190226-D00000.png
US-11681348-B2,High speed / low power server farms and server networks ,L. Pierre de Rochemont,L. Pierre de Rochemont,2018-05-03,2019-05-03,2023-06-20,2023-06-20,https://patents.google.com/patent/US11681348B2/en,https://patentimages.storage.googleapis.com/91/af/6d/4f36676fabe63d/US11681348-20230620-D00000.png
US-11287465-B2,Monitoring an operating condition of a transistor-based power converter ,Rolls-Royce Plc,"Mohamed Sathik MOHAMED HALICK, Chandana J GAJANAYAKE, Sundararajan PRASANTH, Rejeki SIMANJORANG, Amit K GUPTA",2019-01-30,2020-01-23,2022-03-29,2022-03-29,https://patents.google.com/patent/US11287465B2/en,https://patentimages.storage.googleapis.com/1c/3c/16/4b1e243ddc98cd/US11287465-20220329-D00000.png
US-11094663-B2,Method for transient liquid-phase bonding between metal materials using a magnetic force ,Research And Business Foundation Sungkyunkwan University,"Seung Boo JUNG, Kyung Deuk MIN, Kwang Ho Jung, Choong Jae Lee, Hak San JEONG, Jae Ha Kim, Byeong Uk HWANG",2019-06-03,2020-05-08,2021-08-17,2021-08-17,https://patents.google.com/patent/US11094663B2/en,https://patentimages.storage.googleapis.com/b7/66/ac/21356e7901efcd/US11094663-20210817-D00000.png
US-10135353-B2,Unidirectional matrix converter with regeneration system ,Eaton Intelligent Power Limited,Sayeed Ahmad Mir,2014-01-31,2015-01-30,2018-11-20,2018-11-20,https://patents.google.com/patent/US10135353B2/en,https://patentimages.storage.googleapis.com/a6/eb/02/3bb27bd1d06055/US10135353-20181120-D00000.png
US-10547159-B1,Laterally tailoring current injection for laser diodes ,Trumpf Photonics Inc.,"Carlo Holly, Stefan Heinemann, Suhit Ranjan Das, Prasanta Modak",2018-12-12,2018-12-12,2020-01-28,2020-01-28,https://patents.google.com/patent/US10547159B1/en,https://patentimages.storage.googleapis.com/24/ae/1a/32483bdce1e803/US10547159-20200128-D00000.png
US-7366216-B2,Semiconductor laser element formed on substrate having tilted crystal orientation ,Fujifilm Corporation,Tsuyoshi Ohgoh,2004-02-19,2005-02-18,2008-04-29,2008-04-29,https://patents.google.com/patent/US7366216B2/en,https://patentimages.storage.googleapis.com/92/c6/cc/75a1dbf1a2f06d/US07366216-20080429-D00000.png
US-8154874-B2,Use of flexible circuits in a power module for forming connections to power devices ,International Rectifier Corporation,Weidong Zhuang,2006-06-21,2006-06-21,2012-04-10,2012-04-10,https://patents.google.com/patent/US8154874B2/en,https://patentimages.storage.googleapis.com/97/77/d8/5f625f83b6349e/US08154874-20120410-D00000.png
US-9323051-B2,Systems and methods for inhibiting contamination enhanced laser induced damage (CELID) based on fluorinated self-assembled monolayers disposed on optics ,The Aerospace Corporation,"Bruce H. Weiller, Jesse D. Fowler, Randy M. Villahermosa",2013-03-13,2013-03-13,2016-04-26,2016-04-26,https://patents.google.com/patent/US9323051B2/en,https://patentimages.storage.googleapis.com/4c/d2/c9/6791e863fe9e72/US09323051-20160426-D00000.png
US-7969229-B2,On-chip redundancy high-reliable system and method of controlling the same ,"Hitachi, Ltd.","Nobuyasu Kanekawa, Ryoichi Kobayashi, Tomonobu Koseki, Katsuya Oyama",2009-02-19,2009-02-19,2011-06-28,2011-06-28,https://patents.google.com/patent/US7969229B2/en,https://patentimages.storage.googleapis.com/75/01/ad/634f789d038459/US07969229-20110628-D00000.png
US-8987388-B2,High glass transition temperature resin formulations ,Dow Corning Corporation,"Steven Swier, John Horstman",2011-11-01,2012-10-31,2015-03-24,2015-03-24,https://patents.google.com/patent/US8987388B2/en,
US-9906300-B2,Optically powered transducer module ,Rosemount Aerospace Inc.,"Nghia T. Dinh, Cuong Tho Huynh, Scott D. Isebrand",2016-05-20,2016-05-20,2018-02-27,2018-02-27,https://patents.google.com/patent/US9906300B2/en,https://patentimages.storage.googleapis.com/b7/47/5a/21d65712e5d59e/US09906300-20180227-D00000.png
US-11817723-B2,Large-format battery management system with in-rush protection using multiple thermistors ,"Inventus Power, Inc.","Jianfei Liu, Jujie Xia, Youwu Chen, Zhengyi ZHOU",2020-06-02,2022-11-21,2023-11-14,2023-11-14,https://patents.google.com/patent/US11817723B2/en,https://patentimages.storage.googleapis.com/3b/da/34/ac4c6df155cd36/US11817723-20231114-D00000.png
US-11563409-B2,Configurable non-linear filter for digital pre-distortion ,Analog Devices International Unlimited Company,"Anand Venkitasubramani, Stephen Summerfield, Bhavana Muralikrishna, Praveen Chandrasekaran",2020-10-26,2021-06-22,2023-01-24,2023-01-24,https://patents.google.com/patent/US11563409B2/en,https://patentimages.storage.googleapis.com/46/e0/de/31a402af93fb6e/US11563409-20230124-D00000.png
US-11712759-B2,Lead-free soldering foil ,Pfarr Stanztechnik Gmbh,"Ralph MAEDLER, Stephan Reichelt",2020-02-12,2021-02-08,2023-08-01,2023-08-01,https://patents.google.com/patent/US11712759B2/en,https://patentimages.storage.googleapis.com/bd/61/fb/3daa2d4ad659a5/US11712759-20230801-D00000.png
US-11411407-B1,Large-format battery management systems with gateway PCBA ,"Inventus Power, Inc.","William Tenorio, Anvin Joe Manadan",2021-02-24,2021-12-28,2022-08-09,2022-08-09,https://patents.google.com/patent/US11411407B1/en,https://patentimages.storage.googleapis.com/81/89/bf/a772da25350686/US11411407-20220809-D00000.png
US-11404885-B1,Large-format battery management systems with gateway PCBA ,"Inventus Power, Inc.","William Tenorio, Anvin Joe Manadan",2021-02-24,2021-12-28,2022-08-02,2022-08-02,https://patents.google.com/patent/US11404885B1/en,https://patentimages.storage.googleapis.com/1e/65/aa/0ebd7b95333d08/US11404885-20220802-D00000.png
US-10811995-B2,Clamped quasi-resonant step-up inverter ,"Arcflash Labs, Llc",David Morgan Wirth,2018-07-25,2019-07-16,2020-10-20,2020-10-20,https://patents.google.com/patent/US10811995B2/en,https://patentimages.storage.googleapis.com/7b/fc/a7/2a9e025cf245ea/US10811995-20201020-D00000.png
US-11342850-B2,Forward converter with secondary LCD connected in parallel to realize forward and backward energy transmission ,"Xi'an Morda Core Electronics Technology Co., Ltd","Shu Lin Liu, Bo Yang, Jun Yang",2020-06-02,2020-09-16,2022-05-24,2022-05-24,https://patents.google.com/patent/US11342850B2/en,https://patentimages.storage.googleapis.com/b4/0d/fc/74c750a51a7b7f/US11342850-20220524-D00000.png
US-8950900-B2,Laser energy source device ,Martin A. Stuart,Martin A. Stuart,2007-10-25,2013-05-13,2015-02-10,2015-02-10,https://patents.google.com/patent/US8950900B2/en,https://patentimages.storage.googleapis.com/9e/d7/30/bcf07e500f9e17/US08950900-20150210-D00000.png
US-10757809-B1,Air-cooled heat exchanger and thermal arrangement for stacked electronics ,Telephonics Corporation,"George McPartland, Aleksander Vaysman",2017-11-13,2018-11-29,2020-08-25,2020-08-25,https://patents.google.com/patent/US10757809B1/en,https://patentimages.storage.googleapis.com/52/c5/7a/b618192ab11ae0/US10757809-20200825-D00000.png
US-10778122-B2,Connecting device for motor and supply network ,Eaton Intelligent Power Limited,"Xiaoyuan Hong, Hao Luo, Kevin Lee",2015-02-26,2016-02-25,2020-09-15,2020-09-15,https://patents.google.com/patent/US10778122B2/en,https://patentimages.storage.googleapis.com/a8/38/66/e3edde7e46f128/US10778122-20200915-D00000.png
US-8148823-B1,Low loss package for electronic device ,Picor Corporation,"Patrizio Vinciarelli, Claudio Tuozzolo",2009-12-14,2009-12-14,2012-04-03,2012-04-03,https://patents.google.com/patent/US8148823B1/en,https://patentimages.storage.googleapis.com/67/be/56/8083c08a85ab5f/US08148823-20120403-D00000.png
US-10933594-B2,Method for forming a part using a layup tool ,Technical Tooling LLC,"Zachary S. Horn, Robert W. Read",2014-10-14,2018-10-16,2021-03-02,2021-03-02,https://patents.google.com/patent/US10933594B2/en,https://patentimages.storage.googleapis.com/25/99/d8/5573c6f734a5ec/US10933594-20210302-D00000.png
US-11329536-B2,Electrical machine winding assembly and method of manufacture thereof ,Rolls-Royce Plc,"Jameel B. KHAN, Alexis LAMBOURNE, Alexander C. Smith",2018-09-20,2019-09-03,2022-05-10,2022-05-10,https://patents.google.com/patent/US11329536B2/en,https://patentimages.storage.googleapis.com/62/db/19/1e395de9d92df7/US11329536-20220510-D00000.png
US-11217554-B2,"Metallic adhesive compositions having good work lives and thermal conductivity, methods of making same and uses thereof ","Ormet Circuits, Inc.","Matthew Wrosch, Catherine A. SHEARER",2017-06-12,2018-06-07,2022-01-04,2022-01-04,https://patents.google.com/patent/US11217554B2/en,https://patentimages.storage.googleapis.com/5e/97/ed/48d66964393a45/US11217554-20220104-D00000.png
US-7998332-B2,Electroplating method ,"Fukui Precision Component (Shenzhen) Co., Ltd., Foxconn Advanced Technology Inc.","Shing-Tza Liou, Yao-Wen Bai, Rui Zhang, Qiu-Yue Zhang",2007-12-19,2008-06-30,2011-08-16,2011-08-16,https://patents.google.com/patent/US7998332B2/en,https://patentimages.storage.googleapis.com/98/93/d0/deff02bf107d68/US07998332-20110816-D00000.png
US-6850426-B2,Synchronous and bi-directional variable frequency power conversion systems ,Honeywell International Inc.,"Hassan A. Kojori, Jack Daming Ma, Zheng Wang, George You Zhou",2002-04-30,2003-04-01,2005-02-01,2005-02-01,https://patents.google.com/patent/US6850426B2/en,https://patentimages.storage.googleapis.com/0d/fc/bc/4d4907822c8d0c/US06850426-20050201-D00000.png
US-6437885-B1,Semiconductor sensor for optically measuring polarization rotation of optical wavefronts using rare earth iron garnets ,Paul G. Duncan,Paul G. Duncan,1998-10-21,2000-06-01,2002-08-20,2002-08-20,https://patents.google.com/patent/US6437885B1/en,https://patentimages.storage.googleapis.com/74/c3/e6/4849ed19d844a4/US06437885-20020820-D00000.png
US-6434003-B1,Liquid-cooled power semiconductor device heatsink ,York International Corporation,"Steven N. Roy, John F. Judge, Harold R. Schnetzka",2001-04-24,2001-04-24,2002-08-13,2002-08-13,https://patents.google.com/patent/US6434003B1/en,https://patentimages.storage.googleapis.com/d0/7d/62/4354a249158823/US06434003-20020813-D00000.png
US-6078501-A,Power semiconductor module ,Omnirel Llc,"John Catrambone, David Doiron, Jay Greenspan, William Driscoll, Christopher Clarke, Boris Semenov",1997-12-22,1998-12-17,2000-06-20,2000-06-20,https://patents.google.com/patent/US6078501A/en,https://patentimages.storage.googleapis.com/38/ba/d0/66ef3f41ac784c/US6078501-drawings-page-2.png
US-5450305-A,Resonant power supplies ,Auckland Uniservices Limited,"John T. Boys, Andrew W. Green",1991-08-12,1992-08-05,1995-09-12,1995-09-12,https://patents.google.com/patent/US5450305A/en,https://patentimages.storage.googleapis.com/17/33/b3/e412fc01d7a7e2/US5450305-drawings-page-2.png
US-6335548-B1,Semiconductor radiation emitter package ,Gentex Corporation,"John K. Roberts, Joseph S. Stam, Spencer D. Reese, Robert R. Turnbull",1999-03-15,1999-10-22,2002-01-01,2002-01-01,https://patents.google.com/patent/US6335548B1/en,https://patentimages.storage.googleapis.com/ff/69/b5/3b8b6177573fb8/US6335548-drawings-page-3.png
US-5319301-A,Inductorless controlled transition and other light dimmers ,"Michael Callahan, Chester John K, Goddard Robert M","Michael Callahan, John K. Chester, Robert M. Goddard",1984-08-15,1993-02-11,1994-06-07,1994-06-07,https://patents.google.com/patent/US5319301A/en,https://patentimages.storage.googleapis.com/19/38/cd/483c06d2a8a710/US5319301-drawings-page-4.png
US-5629607-A,Initializing controlled transition light dimmers ,"Callahan; Michael, Chester; John K., Goddard; Robert M.","Michael Callahan, John K. Chester, Robert M. Goddard",1984-08-15,1995-05-23,1997-05-13,1997-05-13,https://patents.google.com/patent/US5629607A/en,https://patentimages.storage.googleapis.com/52/a2/71/4ecd182dd30f23/US5629607-drawings-page-3.png
US-7068017-B2,Optimization arrangement for direct electrical energy converters ,Daimlerchrysler Corporation,"Christopher A Willner, Michael Cummins",2003-09-05,2003-09-05,2006-06-27,2006-06-27,https://patents.google.com/patent/US7068017B2/en,https://patentimages.storage.googleapis.com/ec/94/94/39261a85b917bd/US07068017-20060627-D00000.png
US-6462976-B1,"Conversion of electrical energy from one form to another, and its management through multichip module structures ",University Of Arkansas,"Kraig J. Olejniczak, Keith C. Burgers, Simon S. Ang, Errol V Porter",1997-02-21,2000-03-02,2002-10-08,2002-10-08,https://patents.google.com/patent/US6462976B1/en,https://patentimages.storage.googleapis.com/31/ee/a5/0f0b5b8a165767/US06462976-20021008-D00000.png
US-6784622-B2,Single switch electronic dimming ballast ,"Lutron Electronics Company, Inc.","Robert C. Newman, Jr., Mark Taipale, Joel S. Spira",2001-12-05,2001-12-05,2004-08-31,2004-08-31,https://patents.google.com/patent/US6784622B2/en,https://patentimages.storage.googleapis.com/3d/25/82/bd955459a1d41c/US06784622-20040831-D00000.png
US-5111095-A,Polyphase switched reluctance motor ,Magna Physics Corporation,James R. Hendershot,1990-11-28,1990-11-28,1992-05-05,1992-05-05,https://patents.google.com/patent/US5111095A/en,https://patentimages.storage.googleapis.com/8c/28/9d/dd7c8173c8ade1/US5111095-drawings-page-2.png
US-6521916-B2,Radiation emitter device having an encapsulant with different zones of thermal conductivity ,Gentex Corporation,"John K. Roberts, Spencer D. Reese",1999-03-15,2001-04-13,2003-02-18,2003-02-18,https://patents.google.com/patent/US6521916B2/en,https://patentimages.storage.googleapis.com/1d/58/9d/ecda26a4ff98ad/US06521916-20030218-D00000.png
US-6798083-B2,Cryogenic power conversion for fuel cell systems especially for vehicles ,Otward M. Mueller,Otward M. Mueller,2000-03-15,2001-03-13,2004-09-28,2004-09-28,https://patents.google.com/patent/US6798083B2/en,https://patentimages.storage.googleapis.com/73/dd/a9/2b0b09936d519f/US06798083-20040928-D00000.png
US-7235910-B2,Selective etching process for cutting amorphous metal shapes and components made thereof ,"Metglas, Inc.","Nicholas J. DeCristofaro, Gordon E. Fish, Scott M. Lindquist, Carl E. Kroger",2003-04-25,2003-04-25,2007-06-26,2007-06-26,https://patents.google.com/patent/US7235910B2/en,https://patentimages.storage.googleapis.com/e4/3c/1f/08f41e8f5a4c64/US07235910-20070626-D00000.png
US-6047876-A,Process of using an active solder alloy ,Materials Resources International,Ronald W. Smith,1997-09-12,1998-09-11,2000-04-11,2000-04-11,https://patents.google.com/patent/US6047876A/en,
US-3971435-A,Heat transfer device ,Ncr Corporation,Wayne P. Peck,1971-07-13,1973-10-18,1976-07-27,1976-07-27,https://patents.google.com/patent/US3971435A/en,https://patentimages.storage.googleapis.com/7f/63/37/4f7984500445c4/US3971435-drawings-page-2.png
US-5440172-A,Integral heat sink interface ,Sundstrand Corporation,Thomas A. Sutrina,1993-06-28,1993-06-28,1995-08-08,1995-08-08,https://patents.google.com/patent/US5440172A/en,https://patentimages.storage.googleapis.com/6d/df/23/b9888295950712/US5440172-drawings-page-2.png
US-4891686-A,Semiconductor packaging with ground plane conductor arrangement ,"Directed Energy, Inc.","George J. Krausse, III",1988-04-08,1988-04-08,1990-01-02,1990-01-02,https://patents.google.com/patent/US4891686A/en,https://patentimages.storage.googleapis.com/31/14/7f/ad7a1e7cd0abf7/US4891686-drawings-page-2.png
US-6023134-A,Power conversion system for bi-directional conversion between hydraulic power and electrical power ,Daimlerchrysler Aerospace Airbus Gmbh,"Udo Carl, Wolfgang Besing, Stefan Frischemeier",1996-10-25,1997-10-27,2000-02-08,2000-02-08,https://patents.google.com/patent/US6023134A/en,https://patentimages.storage.googleapis.com/78/d2/06/90aff3311abeb3/US6023134-drawings-page-2.png
US-6396298-B1,Active feedback pulsed measurement method ,The Aerospace Corporation,"Albert M. Young, Samuel S. Osofsky",2000-04-14,2000-04-14,2002-05-28,2002-05-28,https://patents.google.com/patent/US6396298B1/en,https://patentimages.storage.googleapis.com/98/55/aa/44627e6ad97714/US06396298-20020528-D00000.png
US-7034427-B2,Selective alignment of stators in axial airgap electric devices comprising low-loss materials ,"Light Engineering, Inc.",Andrew D. Hirzel,2003-08-18,2004-08-16,2006-04-25,2006-04-25,https://patents.google.com/patent/US7034427B2/en,https://patentimages.storage.googleapis.com/e8/1c/69/80ddea423c66e2/US07034427-20060425-D00000.png
US-7105975-B2,Efficient axial airgap electric machine having a frontiron ,"Light Engineering, Inc.","Burley C. Semones, Andrew D. Hirzel",2003-10-06,2004-10-05,2006-09-12,2006-09-12,https://patents.google.com/patent/US7105975B2/en,https://patentimages.storage.googleapis.com/9b/a1/5e/e26c98875a9846/US07105975-20060912-D00000.png
US-6101104-A,Predictive threshold synchronous rectifier control ,Hughes Electronics Corporation,John E. Eng,1998-06-04,1998-06-04,2000-08-08,2000-08-08,https://patents.google.com/patent/US6101104A/en,https://patentimages.storage.googleapis.com/ba/71/9f/9e4c594b58c503/US6101104-drawings-page-2.png
US-6580035-B1,Flexible adhesive membrane and electronic device employing same ,"Amerasia International Technology, Inc.",Kevin Kwong-Tai Chung,1998-04-24,1999-01-07,2003-06-17,2003-06-17,https://patents.google.com/patent/US6580035B1/en,https://patentimages.storage.googleapis.com/9f/08/38/4ade9411e4156b/US6580035-drawings-page-3.png
US-5243185-A,Apparatus and method for ice detection ,Loral Aerospace Corp.,Carl I. R. Blackwood,1992-07-31,1992-07-31,1993-09-07,1993-09-07,https://patents.google.com/patent/US5243185A/en,https://patentimages.storage.googleapis.com/49/dd/96/93d8cd6ddad174/US5243185-drawings-page-2.png
US-5119175-A,"High power density solid-state, insulating coolant module ",Westinghouse Electric Corp.,"Lawrence J. Long, James A. Hendrickson",1990-08-17,1990-08-17,1992-06-02,1992-06-02,https://patents.google.com/patent/US5119175A/en,https://patentimages.storage.googleapis.com/52/ba/55/3e61b0bf67a0d8/US5119175-drawings-page-2.png
US-5313363-A,Low impedance interconnection assembly for high frequency switching power semiconductor devices and low inductance modular capacitor ,"Eml Research, Inc.",Zeljko Arbanas,1993-07-28,1993-07-28,1994-05-17,1994-05-17,https://patents.google.com/patent/US5313363A/en,https://patentimages.storage.googleapis.com/1b/04/db/4d515dcb65fbc3/US5313363-drawings-page-2.png
US-5388028-A,Low impedance interconnection assembly for high frequency switching power semiconductor devices and low inductance modular capacitor ,Kaman Electromagnetics Corporation,Zeljko Arbanas,1993-07-28,1994-02-22,1995-02-07,1995-02-07,https://patents.google.com/patent/US5388028A/en,https://patentimages.storage.googleapis.com/80/7d/8d/91dc1851f50a1d/US5388028-drawings-page-2.png
US-11670967-B1,Multi-environmental circuit devices ,Hamilton Sundstrand Corporation,"YongDuk Lee, Ankit Gupta, Parag M. Kshirsagar",2022-05-09,2022-05-09,2023-06-06,2023-06-06,https://patents.google.com/patent/US11670967B1/en,https://patentimages.storage.googleapis.com/f2/26/67/54e5d54f5e3155/US11670967-20230606-D00000.png
US-11728808-B1,Intelligent multi-level voltage gate driving system for semiconductor power devices ,"H. Alan Mantooth, Shuang Zhao, Audrey Dearien","H. Alan Mantooth, Shuang Zhao, Audrey Dearien",2019-05-15,2022-01-31,2023-08-15,2023-08-15,https://patents.google.com/patent/US11728808B1/en,https://patentimages.storage.googleapis.com/08/00/a2/e0752e2274ce38/US11728808-20230815-D00000.png
US-6873049-B2,Near hermetic power chip on board device and manufacturing method therefor ,The Boeing Company,Fong Shi,2003-07-31,2003-07-31,2005-03-29,2005-03-29,https://patents.google.com/patent/US6873049B2/en,https://patentimages.storage.googleapis.com/d6/70/b0/117b958a1e8906/US06873049-20050329-D00000.png
US-6759835-B2,Switch control circuit ,"Goodrich Control Systems, Ltd.","Simon Turvey, Adrian Shipley",2001-12-21,2002-12-19,2004-07-06,2004-07-06,https://patents.google.com/patent/US6759835B2/en,https://patentimages.storage.googleapis.com/b9/39/77/32cebacf9149d6/US06759835-20040706-D00000.png
US-7196436-B2,Solid state relay for switching AC power to a reactive load and method of operating the same ,Goodrich Corporation,Michael M. Kugelman,2003-04-03,2004-06-10,2007-03-27,2007-03-27,https://patents.google.com/patent/US7196436B2/en,https://patentimages.storage.googleapis.com/82/d6/23/5296a3b11aa425/US07196436-20070327-D00000.png
US-8068346-B2,Circuit board with high density power semiconductors ,Hamilton Sundstrand Corporation,"Josef Maier, Daniel M. Lynch",2004-05-04,2004-05-04,2011-11-29,2011-11-29,https://patents.google.com/patent/US8068346B2/en,https://patentimages.storage.googleapis.com/23/28/92/96416f549374fa/US08068346-20111129-D00000.png
US-11515395-B2,Gallium nitride power device and manufacturing method thereof ,"Southeast University, Csmc Technologies Fab2 Co., Ltd.","Siyang Liu, Ningbo Li, Dejin Wang, Kui Xiao, Chi Zhang, Sheng Li, Xinyi TAO, Weifeng Sun, Longxing Shi",2019-09-26,2020-09-25,2022-11-29,2022-11-29,https://patents.google.com/patent/US11515395B2/en,https://patentimages.storage.googleapis.com/40/ba/c6/29185728d040c3/US11515395-20221129-D00000.png
US-7196435-B2,Solid state relay and method of operating the same ,Goodrich Corporation,"Michael M. Kugelman, Steven C. Simshauser",2003-04-03,2004-03-18,2007-03-27,2007-03-27,https://patents.google.com/patent/US7196435B2/en,https://patentimages.storage.googleapis.com/91/eb/b0/189910fae37837/US07196435-20070327-D00000.png
US-11689170-B2,Transient noise reduction filtering system ,Analog Power Conversion LLC,Sam Seiichiro Ochi,2019-09-06,2020-09-08,2023-06-27,2023-06-27,https://patents.google.com/patent/US11689170B2/en,https://patentimages.storage.googleapis.com/d1/ff/ca/e4505ba8f7683c/US11689170-20230627-D00000.png
US-5867023-A,Converter circuit for rotary transformer sensing devices ,Sunstrand Corporation,"Antonios L. Karagiannis, Kazimierz A. Bukowski, James J. Wrobel, James W. Susong",1997-02-04,1997-02-04,1999-02-02,1999-02-02,https://patents.google.com/patent/US5867023A/en,https://patentimages.storage.googleapis.com/1f/d3/71/d9aeab28f17314/US5867023-drawings-page-2.png
US-5576943-A,Soft switched three phase inverter with staggered resonant recovery system ,"Kaman Electromagnetics Corporation, Newport News Shipbuilding And Dry Dock Company",Alexander S. Keir,1995-05-22,1995-05-22,1996-11-19,1996-11-19,https://patents.google.com/patent/US5576943A/en,https://patentimages.storage.googleapis.com/0b/89/ef/efd6d40323b91a/US5576943-drawings-page-2.png
US-4021816-A,Heat transfer device ,"E-Systems, Inc.",Wayne P. Peck,1973-10-18,1975-08-08,1977-05-03,1977-05-03,https://patents.google.com/patent/US4021816A/en,https://patentimages.storage.googleapis.com/3b/dc/06/a827d7b3233c37/US4021816-drawings-page-2.png
